Text,Star
夜景很美，但我覺得去台灣旅行至少看一次也是個好主意,1
"
因為颱風的關係，看不太清楚，但已經很滿意了",1
"
不用說，設施讓我嘴巴疼……我在鼎泰豐排隊，環顧四周，買了一些東西",1
這座塔太棒了,1
景色令人難以置信，這是一次很棒的體驗,1
我喜歡頂樓的 Instagram 景點,1
即使是下雨天，也能看到台北的美景 …,1
極度不專業的銷售，浪費時間且毫無同理心,0
 本來只是想快速結帳，卻被銷售人員纏著推銷活動,0
他們要求我下載一個bug重重的App，操作起來卡卡的，明顯這個問題已經存在多時，而銷售似乎也非常習慣，甚至回應「沒有關係，我們已經習慣了」,0
這是什麼荒謬的態度,0
 這麼大一間公司，系統問題長期存在，負責處理系統的部門是不用上班嗎,0
還是根本沒有負責處理系統的部門,0
這些問題完全影響了用戶體驗，卻似乎被視若無睹,0
 過程中我已多次表明只想結帳，但銷售卻不放過，硬要我參與活動，甚至勸我多買商品，還要我申請會員和下載App，這些繁瑣的事情對我來說非常浪費時間,0
更誇張的是，等到結帳時才告訴我，國外信用卡無法參與活動,0
前面浪費了這麼多時間、精力，結果完全白費,0
 更令人憤怒的是，我當時已經表達了操作不順和對整個過程的不滿，但銷售竟然只是回應自己的感受，說「我們已經習慣了」,0
拜託，客人在抱怨的時候 你沒聽出來，妳真以為客人在關心銷售的感受嗎,0
你的回應完全沒有解決問題，也沒有試圖安撫顧客，更別提說些「我們會往上報告」之類的負責話語,0
這樣的銷售行為只讓人覺得眼裡只有業績,0
 這樣的不專業、不周到讓人非常生氣，購物體驗極差,0
如果你們希望顧客配合推廣活動，請先確認活動條件，並尊重顧客的選擇，而不是用這種方式強行推銷,0
建議貴公司好好檢討銷售培訓和系統問題，否則只會流失更多顧客,0
之前專櫃試色櫃姐都會幫忙 這次體驗比較差 在YSL挑顏色櫃姐也沒有跟上來 讓我自己拿樣品說可以直接塗在手上 試色也是讓自己試 小小儀式感綁蝴蝶結也沒有,0
一個號稱「把台北帶到全世界」的購物中心，在聖誕節期間，品牌商店沒有聖誕氣氛佈置，業主方只憑著幾片布旗，沒有裝飾、沒有音樂、入口處ㄧ點不成氣勢的拱門⋯⋯都顯現出「了無心意」「缺乏時尚品味」，徒有其表（已經明顯看出建築物的灰霧/老舊）,0
業主再不積極，等旁邊的大樓再起，恐怕那些有錢的貴婦/老爺，用再大的人情也「拉」不回來了,0
至於現在來來往往的遊客充其量上觀景台（本來就含在旅費中），到美食廣場吃一點，歇歇腳，消費力完全無法與大陸的大腕相題並論,0
太失望,0
"B1美食街 “美利港式茶檔” 看到一堆人排等待，排隊又被那 滑蛋顏色所吸引，點了 “港式鮮蝦雲吞撈麵”,“柱侯牛腩帽蓋滑蛋飯”那飯，坐旁邊的座位眼看著燈號有顯示，奇怪就是沒叫到我的號碼，走到櫃位問已經“口叫”超過10號以上的號碼,問一下服務生 我的已經做好放旁邊，我問怎麼燈號沒顯示，他說我們要你們在現場等，哇哩勒，燈號是裝飾用，拿到後一吃，米心根本沒熟，這種不用心的店 ，我想 101應該 管一下這種店",0
不知道101公關部門有沒有客服部 貴公司的公關「組長」魏小姐Sunny真的需要加強訓練 想詢問工作得來的是問我有沒有他的email 我告知沒有 他卻認為我應該會有因此我態度良好請教他的Email 他用非常快速並且故意的語調告訴我，再來問我有沒有記起來,0
這正常人都不會記起來吧⋯⋯ 這是貴公司的專業嗎,0
這分明是找碴 101這個台灣地標公關部做到這樣真的太讓人失望了⋯⋯,0
地下1樓美食街旁邊開了一個迪奧香水,0
吃飯就一直聞到香水味道超想吐的,0
怎麼可能吃的下飯,0
在這種地方設一個香水櫃位不覺得很奇怪,0
蠻莫名其妙,0
僅限101百貨購物的服務人員，遇過好幾個都很差,0
自以為是,0
不知道優越感哪裡來的，然後問問題也不友善,0
可能真的是賺外國人/觀光客的錢，以後還是去附近別的百貨有同樣的精品品牌,0
體驗不同階層的工作 來到有名的101 為了找目的地 繞了外圍也詢問了停車場警衛 到了市府路停車場 這位大哥回應的方式非常非常‘’特別‘’ 在我不熟動線及心急想趕緊到目的地的狀態下 被那位特別的大哥在大庭廣眾之下帶著厭煩及不屑的眼神大吼著“繞一圈啦”… 哇 當下好震撼 是在喊小孩嗎… 到了內部 看見戴著工程帽的大哥叮嚀規則 雖然沒‘’吼叫‘’ 但讓我也感受到冷酷… 那天真讓我見世面長知識了 真為那些辛苦做苦力工作的人感到心疼與不平 原來這些薪水階級的看不起比他們階層更低的人… 警衛大哥 您盡責很好 但那口氣應該是針對無理取鬧之惡人 無論大小錯 有種方式叫好好說話 就是“請 謝謝 對不起 不好意思 麻煩您…” 請您好好善加運用… 您是‘’看人‘’後再選擇回應方式嗎 做工的人資質沒您好 但至少懂得尊重及同理心…(魔鬼藏在細節裡…) 去年的回顧～,0
給一星評價真的是為了寫評價，才去點選的， 連一顆星都不值得給， 到101購物一定要有心理準備， 如果遇到付款刷卡過程，發生疑似信用卡支付時被偷拍卡號的疑慮安全問題， 記得所有的責任都要自己承擔， 耽誤了自己向銀行端停卡、自行處理事項，都要自行吞下去,0
 櫃檯服務人員是很親切沒錯， 但櫃檯後續找了找B1樓管協助，完全無作用的，只會提油救火，只有一句道歉，然後回答你說他們沒辦法管控櫃上人員與責任,0
 重複一直要我留電話，看看櫃位的廠商要怎麼處理疑似信用卡卡號被偷拍，101沒有權限可以處理,0
 真的不知道101的櫃位是怎麼進101的,0
 也不知道那些櫃位都屬於誰管理的,0
 百思不得其解,0
 可能樓管自認為最大，什麼事情都不處理，認定消費者不開心就不要消費就好的態度,0
 或許也認定消費者找不到管道客訴該樓管,0
 有這樣的樓管素質、應變處理態度，相信日後客訴量應該會生意興隆,0
 於101消費，造成顧客要停卡，這樣貴公司還認定小事嗎,0
從停車場花了一個小時才能開出來，只因為一個車道出口臨時封閉，醬子就讓101的地下室癱瘓了，一點應變措施也沒有，也不見疏導的工作人員，好笑，這還是台灣指標性地標,0
 專業還是讓專業的人來當吧,0
N年前媽媽的包包在女廁被一個男人偷了之後，我們就再也沒去101了，外加當時的櫃檯人員，處理機制很差 這次是不得已得去101修包包，結果官網沒寫清楚，誤導民眾以為只要下載app並消費588就能停車3小時（事後才知道很多人都被誤導）,0
當下不放心規定是否正確，一上到商場就馬上問櫃檯小姐，結果兩邊櫃檯說法不一，外加電梯等很久，前前後後奔波的時間已經讓車子出不去了,0
去跟櫃檯反應，主管還說的一副不消費真的沒辦法出去，他很為難的樣子，於是我們就在被強迫消費後離場,0
結果⋯⋯⋯根本就有臨時狀況的停車票卷 兩次經驗都讓我覺得非常沒有誠信,0
洗手間標示不清，找半天繞很久，加上一直詢問人才找到，美食街也不如其他百貨公司，還是sogo 跟新光三越方便且人性化,0
101頂樓觀景台去過一次後永遠不會再去門票$420.貴的要死除了往下看市區樓房外.上面也沒什麼好流連的幾個攤商買的東西貴的不敢領教.買票增送折抵卷$50.30去那消費.扣除折抵卷金額還要倒貼$300多我乾脆不要吃它走好了.101包括以下之樓層我永遠不會在踏入那消費,0
9/14晚上本來想去逛逛86樓，所以在一樓服務中心詢問，可是服務態度有待加強，台灣知名觀光景點，代表你與我的台灣，顧客因爲不瞭解情況提問，但是服務人員，態度很不佳，而且還跟顧客翻白眼，實在很差勁，毫無耐心，很情緒化、嫌棄客人,0
比起台灣一般門市服務還糟糕,0
本來想消費的，後來決定不要去,0
不想受氣,0
建議樓管或客服中心，派人了解、改善，以避免讓台灣服務形象受損,0
廁所很不友善 男廁很需要尿布台，因為如果像我懷著二寶，又要抱大寶換尿布真的有點太不人道..爸爸想幫忙真的都無法,0
 可以跟台中的 lalaport學習,0
"此次到10I參觀感到很差勁，因遊覽車限11,小時，一路興高采烈出遊，7點出發11點吃中飯，12點到達101後從IF，86，87，三個樓層又不大，只有阻尼器是主軸較生疏，其餘就像在此避署3個多小時，也没去隔壁Io l販賣場參觀，返後6點晚餐，實在是差勁，(說停車要跑很遠)這趟是不理想的旅遊，旅遊時要看内容重點..才出遊，",0
這樣高檔的一個購物中心，做起普渡來居然大張旗鼓，教人聯想不起來這是一個現代的，國際化的購物中心--,0
人潮粉多 如果發生大型工安事故是否能立即疏散人羣 安全堪慮 廁所超難找 指標不明顯,0
機車辨識偶而會錯 （其他百貨不會） 反應被說是我的錯,0
笑死這是台灣增進觀光景點的地方,0
還禁止觀光客在手扶梯拍照真的很不會想,0
可憐 …,0
今天20:30來四樓哺乳室，明明沒有人使用卻是鎖著的，詢問旁邊的打掃人員她說他21:00下班打掃完先鎖起來了，整個傻眼，麻煩查清楚是清潔人員個人行為，還是這是清潔公司的常態現象，謝謝,0
用信用卡換的101觀景台門票，換票的時候一定要下載101手機App並加入會員，附贈的傳單上說App會員每日滿188可以免費停車2+1小時,0
 等真的要折抵的時候櫃檯說要消費一萬元才能真的成為會員，下載App只是集點卡，去那麼多百貨公司第一次遇到這種的，只好乖乖付一小時一百的停車費，奉勸大家要仔細看清楚各項條款，一小時一百也不是付不起，但就是有種被欺騙的感覺,0
停車場出入時間攏長，花了20分鐘才能出停車場,0
帶小孩要上去景觀樓，直接從Klook購票往例是直接排隊電梯掃QR code，這次帶小孩來到電梯門口被擋下說要換票，都什麼時代了不會在電梯這直接安排人員驗證就好了,0
 硬是要人去櫃檯換票說要認證兒童身分，等於櫃檯再排隊一次，電梯重新再排一次..效率又奇差,0
真的是有夠丟臉的,0
一直以為這麼差的效率只會發生在歐美…爛,0
,0
停車折抵動線、其他服務的處理都沒有很清楚,0
第一次逛百貨公司，遇到租借嬰兒車這麼不明的，還耗費很多時間,0
 B1服務台：有需要推車的可租借（無明顯資訊可以參考，請直接詢問櫃台） 備注：會員可用會員身分租借/非會員需押金1000 以上給各位有需求者參考～,0
1樓大廳安全門出口的保全說話很不友善 要上去樓上樓層需換證 要出去的時候安全門會回收訪客證 上次走中間的安全門， 訪客證被回收但門沒開， 保全就在大聲吆喝說訪客證只能從最左側出去（但明明每一個安全門都有房客回收的插口） 這次來我走最左邊的安全門， 安全門一樣被回收，但門沒開， 保全很不客氣地說：這裡不是捷運站,0
是不會退到線後面嗎,0
 不是每一個人都對101訪客回收證的安全門很熟悉，保全大哥的口氣和言語不用這麼偏激吧,0
名店多的是人流小，還有臭西面 態度臭吋的客戶服務，原全不像台灣，不來也吧,0
 要是名店香港大把,0
已經連續4年購買101大樓4樓母親節花束，今年的花束很令人失望，不僅枝葉已經很短小，康乃馨已經呈現凋落狀態，花的枝需要以鐵絲固定，因為中間稍折到,0
很失望,0
B1樓客服中心的服務態度不佳，想詢問要買的產品，由於櫃台有4位工作人員，三位小姐，一位男士坐中間，只有二位詢問客人，所以上前靠櫃台，此時坐中間的男性工作人員硬硬的說一句～到後面排隊，這是101服務台的工作品質嗎,0
101最新力作「富錦樹甜吵香檳熱炒台菜店」菜色甜、環境吵，值得給予米奇淋1星 先不論價格，口味及轟隆隆的吵雜環境令人咋舌，跟以前85樓欣葉及4樓The上海比落差遙遠,0
 這樣的餐廳型態在台灣指標101大樓迎接外國客實屬不恰當,0
 …,0
App當機 101會員 禮券、積點、支付都不能用 會不會太扯 也不是第一次發生,0
其它百貨都開的好好的就你關門，厲害,0
消費存載具變成要到B1排隊折抵停車，愚蠢至極,0
我比較愛吃麵條，尤其是牛肉麵，台灣第一難吃的牛肉麵我竟然在101吃到了，這麼惡心的麵條竟然在101大樓能吃到,0
只是帶貓咪在1樓外花台公共區域走走，看門的眼神凶惡死盯著我們，是怕我們弄髒嗎,0
今天第一次去101，滿心歡喜的想去售票處要買上去觀景台的票，結果就因為我大兒子我沒有帶到他的證件，居然要被以外國人小孩的身分買票,0
有沒有搞錯,0
他老爸有出示身為台灣人的證件，怎麼會認為小朋友是外國人,0
我覺得我嚴重的被歧視，難道101只歡迎外國人,0
本國人台灣人卻要被這樣對待,0
真心覺得是個爛地方,0
拍照也要接受盤問，是能有什麼事,0
還是站外面也有事,0
保全是什麼執法人員,0
共產黨嗎,0
熊姓保全 態度極差,0
你們若不處理,0
我每個月客訴你們101,0
 反正我也住信義區,0
如同大家說的 好幾位保全態度都很差,0
 第一次去無法依照指標直接找到購票處， 想詢問結果保安態度很不耐煩； 購票的動線也沒看到標網路購票跟現場購票的排隊方向，然後排錯保安還是服務員也是非常不客氣的講，話說對外國遊客切換英文時倒是一秒變親切..傻眼,0
 過安檢完要幫每組客人拍紀念照也不會講清楚，直接說站這邊，站這邊幹嘛誰知道，要問一句才會回答一句 到89樓現場座位全被佔去，看到別人把好幾個座位疊很高不給別人坐，買票的咖啡店折抵100元，除了排隊排很長以外，也規定要購買黑咖啡+年輪蛋糕才能折100，看到都不想買了 其他樓層的標示也是令人傻眼，一個箭頭說參觀方向，結果是樓梯，完全不懂在標示什麼東西，這樣的票價對上這樣的體驗真的很不值,0
 完全不推，也不會想去第二次,0
一年365天，每天下班路過101大樓的地下停車場出口處（松智路跟信義路出口），看不懂大樓保全（,0
）怎麼指揮從101地下室出場的汽車，有指揮跟沒指揮一樣（不知是否為職業倦怠，還是教育訓練不足），形同虛設…. 用路人的生命財產不太重要，從101開車出來的貴賓比較重要,0
明明裡面有停車位，不知道為什麼外面要把車位秀成「滿位」,0
參加了搗蛋明星變裝大遊行，真的爛到爆,0
一大一小票價1200元,0
在我心中只值120元,0
 毫無規劃可言，動線非常亂，沒有任何主軸,0
 報到區就亂成一團，報導區的拍照也是個笑話，兩隻熊那麼大隻站在前面，然後排直線拍照怎麼可能拍得到後面的小朋友，這種情況cue大合照是在搞笑嗎,0
有夠隨便,0
 40分鐘的討糖遊行，在B1集合上到1樓又下去B1然後又一層一層搭手扶梯上樓，動線拉越長就越亂，過程中有一些沒付費的小朋友也亂入拿糖果，然後有付錢的反而沒拿到，工作人員明顯人數不足，控管不了，也溝通不良,0
 30分鐘觀景台導覽只講了阻尼器，再度發發糖果，送最後的紀念品就沒了,0
 我絕對不會再參加任何101舉辦的活動,0
奉勸沒參加過的三思,0
地下一樓餐廳公共餐桌位置少就算了 但是多了沒品的人用自己包佔位 台灣最美的風景就是人 而最差的風景就是101 B1用包佔位的人(丟臉),0
88-91樓觀景台風景優美,0
作為觀光地點，提供飲水機應該不是什麽很困難的事，但他們偏沒有飲水機，只有高價販售瓶裝水，既不環保，也不方便旅客，幸好我有帶飲用水，才沒被壓榨,0
美食街一樣熱啊到底是怎麼了，統一時代百貨都比這邊舒服多了，帶小孩子來逛街還以為帶去打籃球一樣滿身大汗….真的失望透頂，真的可以好好改進冷氣不涼的問題，還以為這邊是三溫暖 要不是要給星才能留言不然根本連一顆也不想給,0
二樓餐廳接待櫃檯小姐態度不知道在差什麼 而且寫著「餐廳接待櫃檯」 來問餐廳在幾樓，莫名被櫃檯嗆：「我們這邊是辦公大樓」 ,0
桌上牌子有寫是餐廳的接待欸 電梯也有標說是這裡 到底,0
 好棒的待客之道 難得遇到這麼有禮貌又親切的接待櫃檯 還需要自己在櫃檯前面Google 查餐廳樓層資料,0
消費這麼多年 今天感覺101 倒退嚕了,0
 112年規定消費要滿588,0
 才能免費停機車 從原本的101>188>588 假如你們美食街的餐點 味美料多實在的話還可以,0
 但是你們 味不美料不多 真的很不實在、 有夠難吃,0
 例如 :（忠青商行 三立記者鄭伊翔 介紹）$228， 蝦仁飯 套餐有夠貴、服務差 就是你們101搞出來的， 還有其他家半斤八兩,0
 尤其是你們在美食街疫情這麼嚴重， 居然沒有免洗筷 你們是頭殼有問題啊,0
 消費者中標你們也沒有好處,0
身為這麼大規模的購物中心，一樓親子/無障礙廁所的門跟一般廁所門一樣，請問要如何推嬰兒車/輪椅進去呢,0
要手忙腳亂的抱起嬰兒放到尿布台獨自留嬰兒在檯面上再回頭拿包包再關門鎖門…原本要使人方便之設施更加為難需要的使用者了…,0
諾大的場地從停車場進入，商場還是餐廳，毫無指標，毫無動線可言，跟其他先進國家比是國際上的笑話吧,0
客人有折抵及會員問題，票卷上沒有說明清楚，客人請在101工作的員工帶客人到B1服務台處理，到現場才知道非會員只能折抵5小時，然後拽態說看官網，也沒有經過本人同意傳播監視器中的肖像截圖，牽連員工，真的感受很差，然後害到員工不說，20幾人家族旅遊整個因為一個停車問題搞砸了，滿1000折抵1小時的卷上面沒有說看官網還有要成為會員呀～唉,0
冷氣不用錢也不是這麼開的吧⋯⋯五樓冷氣冷得要死，小朋友冷到一直發抖 連大人都受不了，希望可以改善一下,0
外地人到這裡來不太會逛,0
地下一樓蠻多吃的，但位子少，空間窄，每次中午時段去都找不到坐位，百貨公司有待加強 …,0
打了客服電話忙線中轉留言說會回電，但沒有,0
我的留言內容是信用卡遺漏在停車場繳費機上，請回電給我,0
我想，若留言說是在停車場被歹徒狹持或是失火了不知道會不會也會被忽略，還是根本就沒有在聽留言,0
台北最爛的景點沒有之一，樓上的觀景台爛中之爛，絕對不要上去，上面的雞蛋糕和咖啡難吃到爆，又貴又難吃，店員還騙人,0
很對不起101，因為這一顆星是留給101地下室的卡氏汽車美容，看了其他評論，我原來不是唯一遭受到這種對待的客人，請101看到之後可以改善，因為這樣真的會讓人往其他有洗車服務的百貨公司去消費,0
我是真的很喜歡去101不希望被這種老鼠屎給影響,0
 以下是我在101的卡氏評論： 沒看過如此惡劣的態度,0
後續會再去101官網與卡氏官網留負評，但只針對101的卡氏,0
 在預約好後，我請朋友幫我開過去洗，只因為我朋友不想要購買「加價服務」，就態度180度大轉變，突然說非車主本人不能使用卡片的服務（我買了一張可以使用2年服務的洗車卡，登記的是同一台車憑什麼要本人開去洗,0
） 時間是2022/3/18的晚上6：50，服務人員是一個身材寬廣跟一個瘦的，兩個人一搭一唱把我朋友氣走了，結果車子沒辦法洗我們只好搭計程車去接重要客戶，我不在乎這種損失，我只要警告大家不要再去101的卡氏消費,0
 我的卡片到今年5月就會到期了，我寧願試試看別家沒用過的，也不願再續卡氏,0
So annoying 每天晚上到不知道幾點後停車繳費機就無法使用信用卡扣款,0
已經不支援各種行動支付就算了，信用卡還不能,0
開車到人有時候跟本沒有悠遊卡好嗎,0
"Please use your brain”s”, and upgrade the system!",0
上個月因為工作所以常常跑信義區，所以通常車子都會短暫停放在這邊的停車場，這才發現這棟大樓有很多讓人不知道該如何吐槽起的地方,0
 第一次來會覺得很新鮮很高級，硬體設備看似很充足，但其實很多對於熟客來說很多很不便的地方,0
 首先，停車費折抵，說是消費後可以折抵但是還要跑到地下一樓請櫃檯手動折抵，一開始我吃飯的店家說會幫我折進磁卡內可以累積，跟我要磁扣，結果後來還是說要去服務台折抵，跑了兩趟才告知，這到底是,0
 *但其實下面停車場還是有繳費機，我還曾經在櫃檯看到有人折抵後下樓，也是在繳費機繼續用信用卡折抵，所以我不明白為什麼不能直接用停車場的繳費機就好,0
*反正問了你們也不在意,0
問了櫃檯也是鬼打牆說還是要來這邊,0
 另外，現在百貨公司還有人在手動折抵的嗎,0
車牌辨識呢,0
下面也有好久以前的評論提出這個問題，但到現在2020年三月了還是一樣,0
明明都是精品品牌結果地下停車場是用磁扣進場,0
好，後來下次過去時，櫃檯表示可以用它們的App進場，結果第二次我進場用App，到櫃檯的時候App整個當掉，當天也有聽到其他人說這好像已經不是第一次了,0
 然後在美食街的清潔人員⋯，這個你們看這邊評論就知道連外國觀光客都在罵，明明食物還沒吃完就收走，明明客人還在就在大掃除，趕下班嗎,0
吃飯的當下有個客人也很不高興後來好像有去跟櫃檯說，但隔一個星期去還是一樣,0
 然後上個月的時候，帶了外國朋友來退稅換錢，但換錢的櫃檯人員態度不太好，朋友母語不是英文，所以一開始溝通了一陣子，櫃檯人員問話的口氣很差，而且全程都是坐在它的椅子上對話,0
我朋友叫我幫忙翻譯，我過去才解決，而且我自己也覺得對方問話很不友善,0
最後我和朋友對櫃檯人員說謝謝的時候，櫃檯人員完全沒有抬起頭，繼續盯著電腦看完全沒有回應，和朋友愣了一回想說是不是沒聽到，結果停留了超過兩秒也沒獲得回應所幸走掉,0
 櫃檯人員是不是很討厭這份工作我不知道，但被這樣服務心情好糟,0
能夠理解服務業很容易遇到奧客，我也曾經在櫃檯等候的時候看到有人對著櫃檯人員大叫，但對於一般民眾如果也是持這種態度應對的話，我相信會有愈來愈多和我一樣因為服務態度不佳而選擇不再去消費,0
 畢竟這還是象徵台灣的建築之一，還是會繼續支持部分團隊，但還是希望這些看似無用的意見能夠使你們進步,0
排隊、排隊、排隊......永無止境的排下去,0
購票要排隊，上樓搭乘電梯要排隊，下樓搭乘電梯還是要排隊，兌換飲料、餅乾一樣要排隊,0
可能客人太多了，店員服務態度不是很優，體諒你們工作真的很辛苦，就不和你們一般見識了,0
整體而言，101真的「不是很值得」參觀,0
這麼多人，萬一發生火警，逃生絕對是個問題,0
主管單位一定又會說我們的逃生設備十分周全，請大家親自到場體會一下就能了解,0
消防雲梯上不了，直升機無處停靠（更何況誰會相信，哪位主管如此有魄力，敢即刻下令出動救援,0
），平常日同一時段人潮就已經超過三百人，週末不會比平日冷清吧,0
美食街食物雖然美味，但是收盤子的服務員態度很差，我才剛坐下她就在我身邊一直繞，飯還沒吃完就急著要收走，問也不問一聲，我對她提出抗議之後，服務員說是她上司的意思，我是101美食街的常客，今晚是週間，沒什麼客人，為什麼這麼急著趕我走,0
這是我這幾週第二次來用餐，也是第二次被趕，我覺得莫名其妙,0
我一向是守本分的客人，從未在101鬧事，雖然貢獻的金額不多，好歹也算是常客，以前從來沒被人趕過，難道是她的上司看我不順眼，所以叫人趕我,0
大概是我穿的太窮酸了，101要的是高大上的客人，不是我這個窮鬼，我高攀不上吧,0
以後我再也不會去了，勢利眼真可怕,0
性別友善廁所,0
不,0
只有性別歧視廁所，男廁沒有設置尿布台,0
只有女廁有,0
帶小孩尋到尿褲子,0
在101滿消費金額到B1辦禮讚卡的時候，協辦的服務人員一副傲慢冷淡無禮的嘴臉，不知道在囂張什麼，讓人感受不佳,0
希望台北101能注意一下您們公司客服的待客素質，以免弄臭了101的招牌,0
週年慶人潮眾多，服務台兌換贈品要久候也能理解，服務人員雖然辛苦，但按照規定辦事不是應該的嗎,0
號碼牌上明明清楚寫著「過號請重新抽取」，服務人員卻一直讓已經過號的人可以趁隙領取，簡直把現場安分排隊的顧客當成傻子，我們抽到號碼牌時還要等候2百多組，在現場等待以數小時計，不斷看到這種場面真的是都上火了,0
不按照規定的話那定規則幹嘛,0
而且多數贈品數量有限，過號可以插隊領取的話對現場排隊的人公平嗎,0
停車場換新系統之後超爛，三不五時就查不到車牌，又時常無法刷卡，連以前有的停車緩衝也取消，超過一分鐘就要多收費，規則變更也沒有事先公告，根本垃圾,0
停車規劃爛透了，只有一個入口開放，外面排隊等了半小時以上結果莫名其妙被趕走，廁所維修育嬰室還要走到三樓以上，空橋進出口風很大門就隨便讓它甩沒人處理也不固定好,0
請記得5倍券不要到101內消費呦，以免優惠看的到吃不到喔，周圍有很多百貨公司更優惠，而且一定拿得到,0
 消費經驗感受極差，振興券活動辦得不如週邊的頂級百貨，內部僅有部份櫃位配合101集點活動，也就是即使在101內消費，也未必能有會員集點，是在哈囉,0
 app會員區分等級，消費金額未到，未升級天龍國會員前，折抵時間內，即便記得去消費，欲折抵點數，亦是無法折抵的，直接歸零，那為何要給平民會員集點功能,0
然後再被歸零，耍人嗎,0
 反應後，只得到行銷部門高傲的回覆內容，表示公司有載明，意指是消費者疏失,0
公告在不清楚的地方，還要另行點入才看得到，不敢直接寫在圖片文案內，是消費者文盲，謝謝噢，著實傻眼,0
 遊戲規則當然只對貴公司有利，未曾站在消費者立場去思考，利用行銷手段欺騙顧客，未來不會再去消費，祝福貴公司營業長紅,0
3/27下午3點左右，在排停車場入場時，一輛插隊車大辣辣直接開到停車場入口並成功進入停車場，我詢問保全為何放插隊車先駛入，保全說那是月租車,0
問題是1）月租車也應該排隊入場不是,0
2）我開到B3時、看到那輛插隊車等著進入VIP停車區並非月租車，所以是101只重視VIP客人可以任意插隊、把一般客人當傻子慢慢排,0
給人觀感極差,0
600元門票，反正你愛上不少,0
上去之後，沒有任何休閒設施，想坐一下看風景，沒地方,0
喝杯咖啡，沒辦法,0
一半的場地被賣珊瑚，藝品的櫃子佔據,0
放在觀光地點的分類蠻恥辱的,0
第一次進到101大樓，14：55到2樓要去35樓詢問2樓的保全該怎麼上樓，竟然被說這是雙號樓，你要到一樓那邊進去，口氣極差，有點不懂在問一次，竟然被擺臉色，用你鄉巴佬眼神來101大樓做啥，一副高高在上的的眼神回要去一樓，不懂這種保全怎麼會在101大樓服務，有丟台灣的臉，麻煩口氣好一點，雖然我不是貴族，是只是平民百姓，口氣好一點好嗎,0
大樓的警衛在疫情期間真是莫名其妙，已有掃實名制有量體溫，為何還要問去哪,0
賣場不都是去消費買餐點的嗎……,0
B1的美食節 吃飯地方真的太熱了 根本不想久待 也直接沒胃口吃飯了 真的點真的必須再注意一下吧,0
整個美食街找不到廁所的指引，做一個台灣的指標購物中心，這樣的設計非常的差勁,0
我們坐在樓下,0
上面的清潔工掃地往樓下掃，灰塵全都在我們身上,0
下午2:48,0
週年慶的危機處理是我見過最糟糕的，非常不建議去參加,0
買完東西換刷卡禮起碼要三個小時以上,0
 危機處理非常不ok，週年慶每年都有不是第一次了,0
然後因為電腦當機讓欲換刷卡禮的人無止盡的等,0
也沒提出具體配套的公告方案,0
一開始說一定要今天換完，後來又說七天內拿發票來換,0
但是要問才會告知,0
不然就在現場等到天荒地老,0
 管理層的人就讓現場亂成一團,0
 以後再也不會去消費,0
88樓阻尼器正在施工中 現場沒公告，詐騙行為 還有 來的時候1-5樓電梯有3台可坐，回程變一台，兩台寫維修，太誇張,0
停車折抵有夠麻煩，會員app根本不能用機器折抵，在服務台排隊折抵完還要排隊過機器，到底是要多落後,0
"昨天周日逛完, 本想從信義路出口出去, 剛經過勞力士錶櫃位門口,又轉身在櫥窗看一下, 然後大門入口的男員工就叫住我跟家人, 要我們過去量體溫, 我跟她說我們不是從出口進來的, 是要逛完還沒出去前又看一下, 他態度很差, 跟我說你過來量一下體溫, 我都沒出去, 你強制要我量體溫是觸犯強制罪, 請問貴公司知道嗎? 這位員工上班很不專心, 我跟他說你上班都沒在注意現場顧客動態嗎? 逛了三個小時被當做從出口進來的, 還不相信顧客, 真的是夠了!",0
4樓假歐洲花園，跟兩公尺外的餐廳一樣開放，卻利用防疫名義要個資，還要求臉書粉專按讚才給進入(這個要求才是莫名)，門口填資料的時間遠大於裡面走馬看花的時間，嚴重質疑要去個資後的用途...,0
借停一下殘障車位被開罰單600 爛百貨公司 停車費250元還另外收錢 爛公司,0
經過手扶梯的時候看到可能是工作人員的人對著客人大吼，本人身體不是很好，被嚇到心臟很痛,0
指正客人的時候不需要態度這麼差吧，用詞也很不當，對台灣很失望,0
搭乘捷運要轉電梯上來， 推嬰兒車換乘已夠麻煩， 開門居然有一堆人抽煙， 電梯門口設置成吸煙區， 對媽媽寶寶非常不友善， 國際旅遊景點不該如此,0
管理員非常兩光 叫人把車停在紅線上 明明有外送停車區也不講 門口人員態度也很差 問店家也都愛理不理,0
"冷氣開得很小，美食街高溫達28,9度攝氏度，吃頓飯全身發熱，非常不舒服，向有關單位反應過，依然如故，大家別去101美食街受罪",0
中國旅客不爽，我更不爽,0
全是腦袋裝屎，陽氣虛弱，怕冷畏寒的笨蛋強制規定實行所謂的節能減碳之惡果,0
吃個飯會中暑，你完全不想待在這,0
這裡已不適合造訪與休憩了,0
以前我常來這裡的麥當勞喝加冰可樂，吹冷氣，睡個午覺,0
昨天下午到101商場購物 欲借輪椅 B1客服説因疫情所有輪椅都送去清潔 不能借,0
 並說其他百貨也不能借 我可以去能借輪椅的百貨消費 態度非常惡劣,0
 本人便到新光三越借輪椅消費,0
回家後本人致電101客服投訴 客服主管廖小姐經調查後表示確有疏失跟本人致歉,0
 本人要求廖小姐寫一道歉文 廖小姐也同意了,0
 今日見其發文 文中僅表示感謝本人提供的寶貴建議 沒有絲毫道歉之意,0
